station,date,overround,spread,ours_ll,mkt_ll,ours_brier,mkt_brier,ours_modal,mkt_modal,ours_p_true,mkt_p_true
KAUS,2026-07-01,1.0150000000000001,0.015000000000000006,1.3122033882363775,0.4304040564554165,0.6597070022107764,0.19117183139605426,0.26922619254307484,0.6502463054187192,0.26922619254307484,0.6502463054187192
KAUS,2026-07-02,1.0350000000000001,0.025000000000000005,0.9598556862601899,0.47290638890369713,0.4931950811689089,0.2292235524749703,0.3829481466667764,0.6231884057971013,0.3829481466667764,0.6231884057971013
KAUS,2026-07-03,1.0399999999999998,0.013333333333333338,1.1391077028674172,1.6739764335716714,0.6160552124469036,1.0531619822485208,0.34465713747138893,0.6057692307692308,0.320104522769314,0.18750000000000003
KAUS,2026-07-04,1.075,0.011666666666666667,0.9598556862601899,0.9047299094730791,0.4931950811689089,0.6239048134126555,0.3829481466667764,0.516279069767442,0.3829481466667764,0.4046511627906977
KAUS,2026-07-05,1.06,0.010000000000000004,1.5282951730676366,1.1821990047763753,0.7677432897176074,0.802376290494838,0.2860078185005824,0.5613207547169811,0.2169051380057691,0.30660377358490565
KAUS,2026-07-06,1.065,0.015,1.251736131121321,2.1424163408412245,0.629537928727981,1.0750953294099495,0.2860078185005824,0.47417840375586856,0.2860078185005824,0.11737089201877934
KAUS,2026-07-07,0.9900000000000001,0.010000000000000004,1.3548901952467867,0.8694264228979375,0.68220814760505,0.5062238547087033,0.26922619254307484,0.4191919191919191,0.257975619845938,0.4191919191919191
KAUS,2026-07-08,1.065,0.01166666666666667,1.5686985878625808,0.6978530715973578,0.8424591522239907,0.4085168286715598,0.3829481466667764,0.4976525821596245,0.20831611113923554,0.4976525821596245
KAUS,2026-07-09,1.02,0.013333333333333336,1.1391077028674172,0.5645298027378518,0.6160552124469036,0.26230296039984624,0.34465713747138893,0.5686274509803921,0.320104522769314,0.5686274509803921
KAUS,2026-07-10,1.045,0.01499999999999999,0.9598556862601899,0.9728863994977894,0.4931950811689089,0.5536503285181199,0.3829481466667764,0.3779904306220096,0.3829481466667764,0.3779904306220096
KAUS,2026-07-11,1.025,0.01166666666666667,2.3375264075487125,1.1958755940933166,1.0050269703160795,0.6919214753123142,0.26922619254307484,0.38536585365853665,0.09656620849042319,0.30243902439024395
KAUS,2026-07-12,1.015,0.011666666666666667,1.9808747999274103,2.135152148693842,0.9222623729625751,1.05816690528768,0.26922619254307484,0.41871921182266014,0.13794850716717544,0.11822660098522168
KAUS,2026-07-13,1.005,0.021666666666666664,1.6081441708029829,1.6397432619294292,0.8036689793691223,0.8867107249820549,0.2860078185005824,0.4029850746268657,0.2002589157751684,0.1940298507462687
KAUS,2026-07-14,1.0699999999999998,0.010000000000000004,1.385451508420863,0.4907786918206997,0.7240648297896427,0.2160450694383788,0.26922619254307484,0.6121495327102805,0.2502108019997947,0.6121495327102805
KAUS,2026-07-15,0.9200000000000002,0.020000000000000007,2.3375264075487125,0.5514966634969186,1.0050269703160795,0.2522448015122874,0.26922619254307484,0.576086956521739,0.09656620849042319,0.576086956521739
KAUS,2026-07-16,1.06,0.033333333333333326,1.9808747999274103,1.8600787132055325,0.9222623729625751,0.9175863296546813,0.26922619254307484,0.32547169811320753,0.13794850716717544,0.15566037735849053
KAUS,2026-07-17,1.07,0.013333333333333341,2.1715603957384277,1.702414368892205,1.028265070838462,0.9522229015634552,0.34465713747138893,0.44392523364485975,0.11399959357353484,0.1822429906542056
KAUS,2026-07-18,0.9650000000000001,0.011666666666666672,1.1391077028674172,0.9188847670512018,0.6160552124469036,0.4693817283685468,0.34465713747138893,0.39896373056994816,0.320104522769314,0.39896373056994816
KAUS,2026-07-19,1.05,0.009999999999999983,1.251736131121321,0.6197197120051282,0.6321711739182944,0.2869387755102041,0.2860078185005824,0.5380952380952381,0.2860078185005824,0.5380952380952381
KAUS,2026-07-20,1.0499999999999998,0.013333333333333336,1.3548901952467867,0.7519876805828786,0.68220814760505,0.39446712018140584,0.26922619254307484,0.47142857142857153,0.257975619845938,0.47142857142857153
KAUS,2026-07-21,1.04,0.013333333333333329,1.5686985878625808,1.0334729864971484,0.8414668169510243,0.6290680473372781,0.3829481466667764,0.4471153846153846,0.20831611113923554,0.3557692307692307
KAUS,2026-07-22,0.935,0.011666666666666667,0.9598556862601899,0.5771482666970632,0.49220274589594265,0.2610311990620263,0.3829481466667764,0.5614973262032086,0.3829481466667764,0.5614973262032086
KAUS,2026-07-23,0.9800000000000001,0.019999999999999987,0.9598556862601899,0.5596157879354228,0.493195081168909,0.2578092461474386,0.3829481466667764,0.5714285714285714,0.3829481466667764,0.5714285714285714
KAUS,2026-07-24,1.02,0.01666666666666666,1.0652051605325774,0.8754687373539001,0.5669499830427538,0.5022587466359093,0.34465713747138893,0.41666666666666663,0.34465713747138893,0.41666666666666663
KAUS,2026-07-25,1.08,0.02,1.1391077028674172,0.9326271511938484,0.628099566505412,0.5772462277091904,0.34465713747138893,0.449074074074074,0.320104522769314,0.39351851851851855
KAUS,2026-07-26,1.0050000000000001,0.01166666666666667,1.0652051605325774,0.611957025829932,0.5789943371012621,0.35167446350337866,0.34465713747138893,0.5422885572139303,0.34465713747138893,0.5422885572139303
KAUS,2026-07-27,1.03,0.010000000000000002,0.9598556862601899,0.5487526756780517,0.493195081168909,0.25633895748892455,0.3829481466667764,0.5776699029126213,0.3829481466667764,0.5776699029126213
KAUS,2026-07-28,1.04,0.013333333333333338,0.9598556862601899,0.5668534552356532,0.493195081168909,0.3131471893491124,0.3829481466667764,0.5673076923076923,0.3829481466667764,0.5673076923076923
KAUS,2026-07-29,1.025,0.01166666666666665,1.0652051605325774,0.5956221604260675,0.5669499830427538,0.2831647828673408,0.34465713747138893,0.551219512195122,0.34465713747138893,0.551219512195122
KAUS,2026-07-30,1.0699999999999998,0.010000000000000004,0.9598556862601899,0.8120991234213105,0.493195081168909,0.5109179841034153,0.3829481466667764,0.44392523364485986,0.3829481466667764,0.44392523364485986
KAUS,2026-07-31,1.065,0.015000000000000005,1.1391077028674172,0.5171050792508337,0.6280995665054119,0.23835658709691637,0.34465713747138893,0.5962441314553991,0.320104522769314,0.5962441314553991
KAUS,2026-08-01,1.075,0.014999999999999994,1.8891784258103206,2.0384335179524586,0.8717405988848949,1.0239913466738777,0.2187468849991605,0.37674418604651166,0.15119597653480282,0.1302325581395349
KAUS,2026-08-02,1.055,0.011666666666666672,0.9598556862601899,0.7979812418755257,0.537320727490108,0.4325149929246873,0.3829481466667764,0.45023696682464454,0.3829481466667764,0.45023696682464454
KAUS,2026-08-03,1.055,0.01166666666666666,1.9808747999274103,0.8192586403228106,1.0828409945794601,0.5254149727095079,0.5194369945428695,0.4549763033175356,0.13794850716717544,0.44075829383886256
KAUS,2026-08-04,1.06,0.009999999999999995,1.1391077028674172,1.0661268335236214,0.6160552124469036,0.653568885724457,0.34465713747138893,0.4386792452830188,0.320104522769314,0.3443396226415094
KDEN,2026-05-24,1.05,0.019999999999999997,1.1900028252658954,0.9282669229208708,0.6075646813443271,0.5047619047619047,0.3042204045619562,0.3952380952380952,0.3042204045619562,0.3952380952380952
KDEN,2026-05-25,1.065,0.011666666666666672,1.1900028252658954,0.8614824953791599,0.605386066291401,0.46846965989993156,0.3042204045619562,0.4225352112676057,0.3042204045619562,0.4225352112676057
KDEN,2026-05-26,1.05,0.016666666666666673,1.1900028252658954,1.2695700868117492,0.6075646813443271,0.731609977324263,0.3042204045619562,0.3952380952380952,0.3042204045619562,0.28095238095238095
KDEN,2026-05-27,1.07,0.013333333333333336,1.3358612902379803,0.6210438866586017,0.6545894667975323,0.3055288671499695,0.26293161746856064,0.5373831775700934,0.26293161746856064,0.5373831775700934
KDEN,2026-05-28,1.03,0.016666666666666663,1.6550215910812154,0.9584283163225596,0.8009650675987765,0.5663116222075595,0.22414603379041603,0.3932038834951456,0.1910879298659111,0.38349514563106796
KDEN,2026-05-29,1.0,0.02,1.8623227981398809,1.742969305058623,0.8698297939263575,0.8618999999999999,0.26293161746856064,0.3,0.15531145390414802,0.175
KDEN,2026-05-30,1.035,0.01166666666666667,1.7031920145481383,0.9138781854687711,0.818938276782455,0.4830917874396135,0.22414603379041603,0.40096618357487923,0.18210132527407197,0.40096618357487923
KDEN,2026-05-31,1.02,0.020000000000000004,1.2972022643251784,0.6641596436866929,0.6872264914641704,0.3210303729334871,0.2858581035944598,0.5147058823529412,0.27329533254673466,0.5147058823529412
KDEN,2026-06-01,1.025,0.015,1.5296345027084362,0.8803587226480917,0.7405072060987022,0.46862581796549674,0.21661482498101292,0.41463414634146345,0.21661482498101292,0.41463414634146345
KDEN,2026-06-02,0.9900000000000001,0.010000000000000004,1.3358612902379803,0.4440799442359441,0.6545894667975323,0.18748086929905122,0.26293161746856064,0.6414141414141413,0.26293161746856064,0.6414141414141413
KDEN,2026-06-03,0.9800000000000001,0.016666666666666666,1.9401432114399382,1.4939250253122562,0.8863701136573092,0.7809246147438567,0.21661482498101292,0.28061224489795916,0.14368337120170938,0.22448979591836732
KDEN,2026-06-04,1.0150000000000001,0.01833333333333333,0.7635443631934007,0.870554722551471,0.38953203622335436,0.4629085879298212,0.4660117814039263,0.41871921182266003,0.4660117814039263,0.41871921182266003
KDEN,2026-06-05,1.07,0.01,0.9102379329879665,1.2884385711161321,0.45562046854389754,0.811904969866364,0.4024284616352513,0.5,0.4024284616352513,0.2757009345794392
KDEN,2026-06-06,1.06,0.010000000000000005,1.847708029324362,1.8600787132055323,0.8959563740033756,1.0869971520113917,0.2858581035944598,0.5613207547169811,0.1575979625972474,0.15566037735849056
KDEN,2026-06-07,1.005,0.025000000000000005,1.408563114971158,1.2602536402245255,0.832566916758263,0.7738422316279301,0.4660117814039263,0.4875621890547264,0.244494341136472,0.28358208955223885
KDEN,2026-06-08,1.07,0.01333333333333331,1.554284551793085,0.6385881963095111,0.7604598637919185,0.316665210935453,0.22414603379041603,0.52803738317757,0.2113405317693402,0.52803738317757
KDEN,2026-06-09,1.065,0.018333333333333326,3.175667706658182,3.7518542532753245,1.1302944610196044,1.2724106768939143,0.3042204045619562,0.43661971830985913,0.04176620719785471,0.02347417840375587
KDEN,2026-06-10,0.98,0.010000000000000004,1.6550215910812154,1.667196746586293,0.8009650675987765,0.9476780508121617,0.22414603379041603,0.44387755102040816,0.1910879298659111,0.18877551020408162
KDEN,2026-06-11,1.0550000000000002,0.015000000000000008,1.1900028252658954,1.0751920144600113,0.6704433239094051,0.6030412614271916,0.36701954593931196,0.3744075829383886,0.3042204045619562,0.3412322274881516
KDEN,2026-06-12,1.0799999999999998,0.010000000000000007,0.7635443631934007,1.031472985830481,0.40452253060694293,0.577460562414266,0.4660117814039263,0.35648148148148157,0.4660117814039263,0.35648148148148157
KDEN,2026-06-13,1.02,0.01333333333333333,1.5296345027084362,0.9486721413771949,0.7405072060987022,0.4616493656286045,0.21661482498101292,0.3872549019607843,0.21661482498101292,0.3872549019607843
KDEN,2026-06-14,1.0699999999999998,0.013333333333333334,0.3567576340100794,0.4172161246436832,0.11244087507072392,0.1590968643549655,0.6999421193431679,0.6588785046728972,0.6999421193431679,0.6588785046728972
KDEN,2026-06-15,1.0750000000000002,0.034999999999999996,1.5639759548850118,0.9162907318741553,0.7952223986129059,0.5336506219578152,0.3042204045619562,0.3999999999999999,0.20930223840120377,0.3999999999999999
KDEN,2026-06-16,1.03,0.020000000000000007,1.5639759548850118,1.54368653487132,0.7952223986129059,0.9178056367235367,0.3042204045619562,0.49514563106796117,0.20930223840120377,0.21359223300970873
KDEN,2026-06-17,0.995,0.028333333333333332,1.2086219396405942,2.03520828670301,0.6129495531049441,1.0014898613671372,0.2986084965558857,0.3417085427135678,0.2986084965558857,0.1306532663316583
KDEN,2026-06-18,0.9700000000000001,0.02,1.2522597325592055,0.8984103065963066,0.7676599966795877,0.4851737697948772,0.47903329134861217,0.4072164948453608,0.2858581035944598,0.4072164948453608
KDEN,2026-06-19,1.0150000000000001,0.024999999999999994,1.2086219396405942,1.270154711207237,0.6129495531049441,0.7436239656385741,0.2986084965558857,0.38916256157635465,0.2986084965558857,0.28078817733990147
KDEN,2026-06-20,1.075,0.021666666666666664,2.148381452968639,1.7597201154834383,0.9457507083173138,0.8768848025959978,0.22414603379041603,0.3209302325581395,0.11667284552006582,0.17209302325581396
KDEN,2026-06-21,0.97,0.016666666666666673,1.5639759548850118,1.260524973830857,0.7974010136658319,0.7211180784355403,0.3042204045619562,0.3969072164948454,0.20930223840120377,0.2835051546391753
KDEN,2026-06-22,0.9950000000000001,0.018333333333333337,1.1900028252658954,0.9494994028708087,0.605386066291401,0.5088760384838766,0.3042204045619562,0.3869346733668341,0.3042204045619562,0.3869346733668341
KDEN,2026-06-23,0.8950000000000001,0.01833333333333333,1.9656534459039958,1.1443345380062049,0.8896746156378162,0.6171467806872445,0.1985751425560801,0.31843575418994413,0.1400643322419584,0.31843575418994413
KDEN,2026-06-24,0.9550000000000001,0.011666666666666672,1.147537141238322,2.687324070585093,0.5644915836821959,1.0755187631917984,0.3174175621172366,0.28272251308900526,0.3174175621172366,0.06806282722513089
KDEN,2026-06-25,1.06,0.026666666666666672,1.9916147359123697,1.6430142079677046,0.9178577982356031,1.0059629761480953,0.3000578806568321,0.5613207547169811,0.13647487654503643,0.19339622641509435
KDEN,2026-06-26,0.99,0.016666666666666673,2.0101576894694664,1.7047480922384253,0.9018681846585859,0.9076624834200592,0.1985751425560801,0.398989898989899,0.1339675477315735,0.18181818181818182
KDEN,2026-06-27,0.985,0.011666666666666664,2.2350077388499465,1.9873668627336594,0.9691583236100391,1.0706794815635547,0.22414603379041603,0.49238578680203043,0.10699130186027994,0.1370558375634518
KDEN,2026-06-28,1.0699999999999998,0.02333333333333334,1.4954575029810646,0.6123858239154867,0.7308043317766135,0.2829941479605205,0.22414603379041603,0.5420560747663552,0.22414603379041603,0.5420560747663552
KDEN,2026-06-29,1.005,0.01166666666666666,1.6550215910812154,1.37147927533475,0.8009650675987765,0.8057226306279547,0.22414603379041603,0.4626865671641791,0.1910879298659111,0.2537313432835821
KDEN,2026-06-30,1.04,0.016666666666666673,1.5544056308036025,1.3672461661491961,0.787536657384819,0.8348280325443787,0.2986084965558857,0.5048076923076923,0.21131494441594834,0.2548076923076923
KDEN,2026-07-01,1.0899999999999999,0.010000000000000004,1.2522597325592055,1.2413603363975563,0.6394360920089508,0.697710630418315,0.2858581035944598,0.389908256880734,0.2858581035944598,0.28899082568807344
KDEN,2026-07-02,1.045,0.011666666666666667,1.4781984591051327,1.47113324105692,0.7599091772376684,0.8894942881344294,0.3042204045619562,0.5119617224880384,0.22804815661528552,0.22966507177033493
KDEN,2026-07-03,0.985,0.021666666666666664,1.4781984591051327,1.0205238516966733,0.7577305621847423,0.6492308485145198,0.3042204045619562,0.48223350253807107,0.22804815661528552,0.36040609137055835
KDEN,2026-07-04,0.9650000000000001,0.015000000000000001,1.2972022643251784,2.127195972975736,0.6805324304736806,1.1266879647775778,0.2858581035944598,0.533678756476684,0.27329533254673466,0.11917098445595853
KDEN,2026-07-05,1.0599999999999998,0.009999999999999997,1.5811519645791858,0.7614664245374224,0.8156471779633949,0.4152278390886436,0.2858581035944598,0.46698113207547176,0.2057379588018775,0.46698113207547176
KDEN,2026-07-06,1.015,0.01166666666666665,0.7635443631934007,0.5858181603294468,0.3893020105619771,0.2833361644301003,0.4660117814039263,0.5566502463054187,0.4660117814039263,0.5566502463054187
KDEN,2026-07-07,1.045,0.011666666666666667,0.7359851822147251,1.0116009116784799,0.38130962117128303,0.5755820608502552,0.47903329134861217,0.368421052631579,0.47903329134861217,0.36363636363636365
KDEN,2026-07-08,1.0499999999999998,0.010000000000000005,1.5811519645791858,0.7319870138762091,0.8156471779633949,0.3912471655328798,0.2858581035944598,0.480952380952381,0.2057379588018775,0.480952380952381
KDEN,2026-07-09,1.015,0.011666666666666664,1.5544056308036025,1.079099474444528,0.7782865116177206,0.5808439903904487,0.273461734047153,0.33990147783251234,0.21131494441594834,0.33990147783251234
KDEN,2026-07-10,1.02,0.01,1.2522597325592055,1.3862943611198906,0.6554068883782302,0.7884948096885813,0.2858581035944598,0.4068627450980392,0.2858581035944598,0.25
KDEN,2026-07-11,1.01,0.019999999999999993,1.847708029324362,2.3638287182347644,0.911927170372655,1.1949808842270366,0.2858581035944598,0.4653465346534653,0.1575979625972474,0.09405940594059406
KDEN,2026-07-12,1.0899999999999999,0.013333333333333338,1.2522597325592055,0.789375212654499,0.6394360920089508,0.43110849255113204,0.2858581035944598,0.45412844036697253,0.2858581035944598,0.45412844036697253
KDEN,2026-07-13,1.0699999999999998,0.010000000000000002,1.1900028252658954,0.6210438866586014,0.605386066291401,0.33133898157044284,0.3042204045619562,0.5373831775700935,0.3042204045619562,0.5373831775700935
KDEN,2026-07-14,1.075,0.011666666666666659,1.2972022643251784,1.1365315235304034,0.6872264914641704,0.660248783126014,0.2858581035944598,0.4046511627906977,0.27329533254673466,0.3209302325581395
KDEN,2026-07-15,1.0699999999999998,0.013333333333333338,1.1900028252658954,0.7708561648872615,0.605386066291401,0.39282906804087697,0.3042204045619562,0.4626168224299066,0.3042204045619562,0.4626168224299066
KDEN,2026-07-16,1.03,0.013333333333333336,1.2972022643251784,0.7327563186549911,0.6645616341044011,0.36737675558488075,0.2858581035944598,0.48058252427184467,0.27329533254673466,0.48058252427184467
KDEN,2026-07-17,1.0699999999999998,0.016666666666666666,1.1900028252658954,0.8333765218685955,0.6075646813443271,0.4550615774303432,0.3042204045619562,0.4345794392523365,0.3042204045619562,0.4345794392523365
KDEN,2026-07-18,1.0050000000000001,0.011666666666666665,1.1900028252658954,0.6881843912178164,0.6075646813443271,0.3439518823791491,0.3042204045619562,0.5024875621890547,0.3042204045619562,0.5024875621890547
KDEN,2026-07-19,1.02,0.01,1.1900028252658954,0.5559460590464603,0.605386066291401,0.24735678585159557,0.3042204045619562,0.5735294117647058,0.3042204045619562,0.5735294117647058
KDEN,2026-07-20,1.015,0.014999999999999986,1.1900028252658954,0.5682738506785373,0.605386066291401,0.2566429663423039,0.3042204045619562,0.5665024630541872,0.3042204045619562,0.5665024630541872
KDEN,2026-07-21,1.05,0.013333333333333327,1.5544056308036025,1.3040562628829184,0.7782865116177206,0.7273469387755102,0.273461734047153,0.3952380952380952,0.21131494441594834,0.27142857142857146
KDEN,2026-07-22,1.0499999999999998,0.016666666666666646,1.5296345027084362,1.0986122886681096,0.8814710021951135,0.7391383219954649,0.48477667846310135,0.5380952380952382,0.21661482498101292,0.33333333333333337
KDEN,2026-07-23,1.015,0.01833333333333333,1.4954575029810646,0.9957178655054768,0.7961503527337412,0.5432793807178042,0.37342550457433266,0.3694581280788178,0.22414603379041603,0.3694581280788178
KDEN,2026-07-24,1.075,0.015000000000000001,1.2972022643251784,1.0939719091116076,0.6805324304736806,0.6408653326122228,0.2858581035944598,0.4,0.27329533254673466,0.33488372093023255
KDEN,2026-07-25,1.06,0.013333333333333336,1.2972022643251784,1.0661268335236214,0.6805324304736806,0.6516108935564258,0.2858581035944598,0.44811320754716977,0.27329533254673466,0.3443396226415094
KDEN,2026-07-26,1.06,0.016666666666666673,1.2972022643251784,1.0127808528183286,0.6805324304736806,0.6195710217159132,0.2858581035944598,0.44811320754716977,0.27329533254673466,0.3632075471698113
KDEN,2026-07-27,1.0950000000000002,0.015,2.148381452968639,1.4572460970921752,0.9457507083173138,0.7911428035278665,0.22414603379041603,0.3698630136986301,0.11667284552006582,0.23287671232876708
KDEN,2026-07-28,1.07,0.009999999999999997,1.4954575029810646,1.515828413311793,0.7961503527337412,0.820115293912132,0.37342550457433266,0.40654205607476634,0.22414603379041603,0.21962616822429903
KDEN,2026-07-29,1.045,0.01833333333333334,1.7526734885107778,1.05187481081642,0.8527067453481348,0.5891806506261305,0.3174175621172366,0.3492822966507177,0.17330998128426717,0.3492822966507177
KDEN,2026-07-30,1.065,0.011666666666666667,1.9338596484637316,2.653241964607215,0.8845587416590253,1.169344706738081,0.21661482498101292,0.38967136150234744,0.14458905720085136,0.07042253521126762
KDEN,2026-07-31,0.9700000000000001,0.009999999999999993,1.5544056308036025,1.0337516544660688,0.7511069672288313,0.5449569561058561,0.21661482498101292,0.35567010309278346,0.21131494441594834,0.35567010309278346
