example_id                                                                | status  | run_time        |
./spec/jobs/market_data_subscribe_job_spec.rb[1:1]                        | passed  | 0.11144 seconds |
./spec/jobs/rapid_signal_evaluation_job_spec.rb[1:1:1:1]                  | passed  | 0.17001 seconds |
./spec/jobs/rapid_signal_evaluation_job_spec.rb[1:1:1:2]                  | passed  | 0.10617 seconds |
./spec/jobs/rapid_signal_evaluation_job_spec.rb[1:1:2:1]                  | passed  | 0.10816 seconds |
./spec/jobs/rapid_signal_evaluation_job_spec.rb[1:1:2:2]                  | passed  | 0.13444 seconds |
./spec/jobs/rapid_signal_evaluation_job_spec.rb[1:1:3:1]                  | passed  | 0.08323 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:1:1]                           | passed  | 0.10922 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:1:2]                           | passed  | 0.11048 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:1:3]                           | passed  | 0.10935 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:1:4]                           | passed  | 0.10962 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:1:5]                           | passed  | 0.1101 seconds  |
./spec/jobs/real_time_signal_job_spec.rb[1:2:1:1]                         | passed  | 0.3465 seconds  |
./spec/jobs/real_time_signal_job_spec.rb[1:2:1:2]                         | passed  | 0.22156 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:2:2:1]                         | passed  | 0.22043 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:3:1]                           | passed  | 0.1105 seconds  |
./spec/jobs/real_time_signal_job_spec.rb[1:3:2]                           | passed  | 0.10955 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:3:3]                           | passed  | 0.11267 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:3:4]                           | passed  | 0.11014 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:3:5]                           | passed  | 0.11002 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:3:6:1]                         | passed  | 0.11026 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:3:6:2]                         | passed  | 0.11822 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:4:1]                           | passed  | 0.11318 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:4:2]                           | passed  | 0.11794 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:4:3]                           | passed  | 0.11659 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:4:4]                           | passed  | 0.11084 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:5:1]                           | passed  | 0.11249 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:5:2]                           | passed  | 0.11006 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:5:3]                           | passed  | 0.1093 seconds  |
./spec/jobs/real_time_signal_job_spec.rb[1:6:1]                           | passed  | 0.10895 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:6:2]                           | passed  | 0.11043 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:7:1:1]                         | passed  | 0.11471 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:7:2:1]                         | passed  | 0.11047 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:8:1]                           | passed  | 0.10915 seconds |
./spec/jobs/real_time_signal_job_spec.rb[1:8:2]                           | passed  | 0.10914 seconds |
./spec/jobs/score_sentiment_job_spec.rb[1:1]                              | passed  | 0.70622 seconds |
./spec/lib/tasks/day_trading_spec.rb[1:1]                                 | passed  | 0.11033 seconds |
./spec/lib/tasks/day_trading_spec.rb[1:2]                                 | passed  | 0.11029 seconds |
./spec/lib/tasks/day_trading_spec.rb[2:1]                                 | passed  | 0.11115 seconds |
./spec/lib/tasks/day_trading_spec.rb[2:2]                                 | passed  | 0.11068 seconds |
./spec/lib/tasks/day_trading_spec.rb[3:1]                                 | passed  | 0.16796 seconds |
./spec/lib/tasks/day_trading_spec.rb[3:2]                                 | passed  | 0.11016 seconds |
./spec/lib/tasks/day_trading_spec.rb[4:1]                                 | passed  | 0.11106 seconds |
./spec/lib/tasks/day_trading_spec.rb[4:2]                                 | passed  | 0.10981 seconds |
./spec/lib/tasks/day_trading_spec.rb[4:3]                                 | passed  | 0.12167 seconds |
./spec/lib/tasks/day_trading_spec.rb[5:1]                                 | passed  | 0.11056 seconds |
./spec/lib/tasks/day_trading_spec.rb[5:2]                                 | passed  | 0.11082 seconds |
./spec/lib/tasks/day_trading_spec.rb[6:1]                                 | passed  | 0.58778 seconds |
./spec/lib/tasks/day_trading_spec.rb[6:2]                                 | passed  | 0.13805 seconds |
./spec/lib/tasks/day_trading_spec.rb[6:3]                                 | passed  | 0.55825 seconds |
./spec/lib/tasks/day_trading_spec.rb[6:4]                                 | passed  | 0.56192 seconds |
./spec/lib/tasks/day_trading_spec.rb[7:1]                                 | passed  | 0.68461 seconds |
./spec/lib/tasks/day_trading_spec.rb[7:2]                                 | passed  | 0.19227 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:1:1]                     | passed  | 0.10736 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:1:2]                     | passed  | 0.11153 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:1:3]                     | passed  | 0.11171 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:1:4]                     | passed  | 0.12321 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:1:5]                     | passed  | 0.11006 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:1:1]                   | passed  | 0.11288 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:2:1:1]                 | passed  | 0.2055 seconds  |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:2:2:1]                 | passed  | 0.11231 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:2:3:1]                 | passed  | 0.11398 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:3:1]                   | passed  | 0.111 seconds   |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:3:2]                   | passed  | 0.11075 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:4:1]                   | passed  | 0.11056 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:4:2]                   | passed  | 0.11169 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:5:1:1]                 | passed  | 0.11064 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:5:2:1]                 | passed  | 0.11069 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:6:1:1]                 | passed  | 0.11182 seconds |
./spec/lib/tasks/realtime_signals_rake_spec.rb[1:2:6:1:2]                 | passed  | 0.11119 seconds |
